As-Of-Date,Symbol,Name,% of Assets,Market Value
2021-02-28,AGNC,AGNC INVESTMENT CORP REIT USD.01,0.0882069000,568007.0200000000
2021-02-28,MRO,MARATHON OIL CORP COMMON STOCK USD1.0,0.0878969700,566011.2000000000
2021-02-28,FWONK,LIBERTY MEDIA CORP LIBERTY C TRACKING STK USD.01,0.0878070200,565432.0000000000
2021-02-28,KSS,KOHLS CORP COMMON STOCK USD.01,0.0877721600,565207.5000000000
2021-02-28,RHI,ROBERT HALF INTL INC COMMON STOCK USD.001,0.0876777900,564599.8200000000
2021-02-28,GNTX,GENTEX CORP COMMON STOCK USD.06,0.0876439300,564381.7600000000
2021-02-28,OC,OWENS CORNING COMMON STOCK USD.001,0.0874431700,563089.0000000000
2021-02-28,SMG,SCOTTS MIRACLE GRO CO COMMON STOCK USD.01,0.0871866500,561437.1000000000
2021-02-28,PLAN,ANAPLAN INC COMMON STOCK USD.0001,0.0868049200,558978.9900000000
2021-02-28,ZION,ZIONS BANCORP NA COMMON STOCK USD.001,0.0862182500,555201.1400000000
2021-02-28,VER,VEREIT INC REIT USD.01,0.0861278500,554619.0000000000
2021-02-28,AMH,AMERICAN HOMES 4 RENT  A REIT USD.01,0.0858014300,552517.0200000000
2021-02-28,ARMK,ARAMARK COMMON STOCK USD.01,0.0855384700,550823.6800000000
2021-02-28,IVZ,INVESCO LTD COMMON STOCK USD.2,0.0853455600,549581.4600000000
2021-02-28,APO,APOLLO GLOBAL MANAGEMENT INC COMMON STOCK,0.0851717100,548461.9400000000
2021-02-28,RNR,RENAISSANCERE HOLDINGS LTD COMMON STOCK USD1.0,0.0849487900,547026.4800000000
2021-02-28,VST,VISTRA CORP COMMON STOCK USD.01,0.0846469500,545082.7500000000
2021-02-28,OHI,OMEGA HEALTHCARE INVESTORS REIT USD.1,0.0843676100,543283.9200000000
2021-02-28,RS,RELIANCE STEEL + ALUMINUM COMMON STOCK,0.0842329200,542416.6000000000
2021-02-28,STLD,STEEL DYNAMICS INC COMMON STOCK USD.005,0.0841610400,541953.7200000000
2021-02-28,ATR,APTARGROUP INC COMMON STOCK USD.01,0.0839867000,540831.0600000000
2021-02-28,NYT,NEW YORK TIMES CO A COMMON STOCK USD.1,0.0836346800,538564.2500000000
2021-02-28,RGA,REINSURANCE GROUP OF AMERICA COMMON STOCK USD.01,0.0835937900,538300.9200000000
2021-02-28,DISCA,DISCOVERY INC   A COMMON STOCK USD.01,0.0835618700,538095.4100000000
2021-02-28,NI,NISOURCE INC COMMON STOCK USD.01,0.0835054400,537732.0000000000
2021-02-28,GLOB,GLOBANT SA COMMON STOCK USD1.2,0.0834940800,537658.8800000000
2021-02-28,AMED,AMEDISYS INC COMMON STOCK USD.001,0.0815730500,525288.4400000000
2021-02-28,STOR,STORE CAPITAL CORP REIT USD.01,0.0814983400,524807.3600000000
2021-02-28,NET,CLOUDFLARE INC   CLASS A COMMON STOCK USD.001,0.0814309400,524373.3300000000
2021-02-28,MIDD,MIDDLEBY CORP COMMON STOCK USD.01,0.0814186600,524294.2100000000
2021-02-28,IPGP,IPG PHOTONICS CORP COMMON STOCK USD.0001,0.0813441500,523814.4000000000
2021-02-28,SCI,SERVICE CORP INTERNATIONAL COMMON STOCK USD1.0,0.0813171600,523640.6400000000
2021-02-28,USFD,US FOODS HOLDING CORP COMMON STOCK USD.01,0.0808808600,520831.1000000000
2021-02-28,AGCO,AGCO CORP COMMON STOCK USD.01,0.0807304000,519862.2000000000
2021-02-28,NLSN,NIELSEN HOLDINGS PLC COMMON STOCK EUR.07,0.0806232900,519172.4700000000
2021-02-28,CIEN,CIENA CORP COMMON STOCK USD.01,0.0805459100,518674.1400000000
2021-02-28,UGI,UGI CORP COMMON STOCK,0.0804574400,518104.4400000000
2021-02-28,WSO,WATSCO INC COMMON STOCK USD.5,0.0799576100,514885.8000000000
2021-02-28,EHC,ENCOMPASS HEALTH CORP COMMON STOCK USD.01,0.0799467700,514816.0000000000
2021-02-28,TAP,MOLSON COORS BEVERAGE CO   B COMMON STOCK USD.01,0.0798852500,514419.8500000000
2021-02-28,AOS,SMITH (A.O.) CORP COMMON STOCK USD1.0,0.0795750700,512422.4700000000
2021-02-28,IAA,IAA INC COMMON STOCK USD.01,0.0794755000,511781.2700000000
2021-02-28,PNW,PINNACLE WEST CAPITAL COMMON STOCK,0.0794485700,511607.8800000000
2021-02-28,IPHI,INPHI CORP COMMON STOCK,0.0794389200,511545.7200000000
2021-02-28,CONE,CYRUSONE INC REIT USD.01,0.0792922700,510601.4000000000
2021-02-28,ALK,ALASKA AIR GROUP INC COMMON STOCK USD.01,0.0787067500,506830.9000000000
2021-02-28,DVA,DAVITA INC COMMON STOCK USD.001,0.0786178400,506258.4100000000
2021-02-28,MANH,MANHATTAN ASSOCIATES INC COMMON STOCK USD.01,0.0785110000,505570.4000000000
2021-02-28,CBSH,COMMERCE BANCSHARES INC COMMON STOCK USD5.0,0.0785079700,505550.8700000000
2021-02-28,DISH,DISH NETWORK CORP A COMMON STOCK USD.01,0.0781892200,503498.2900000000
2021-02-28,SMAR,SMARTSHEET INC CLASS A COMMON STOCK,0.0780630400,502685.7500000000
2021-02-28,LSXMK,LIBERTY MEDIA COR SIRIUSXM C TRACKING STK USD.01,0.0773189500,497894.2000000000
2021-02-28,JNPR,JUNIPER NETWORKS INC COMMON STOCK USD.00001,0.0773145800,497866.0800000000
2021-02-28,CSL,CARLISLE COS INC COMMON STOCK USD1.0,0.0770292600,496028.7500000000
2021-02-28,RP,REALPAGE INC COMMON STOCK USD.001,0.0769492900,495513.8000000000
2021-02-28,FRT,FEDERAL REALTY INVS TRUST REIT USD.01,0.0769047800,495227.1500000000
2021-02-28,AFG,AMERICAN FINANCIAL GROUP INC COMMON STOCK,0.0768168900,494661.2000000000
2021-02-28,BYND,BEYOND MEAT INC COMMON STOCK,0.0766768000,493759.1200000000
2021-02-28,G,GENPACT LTD COMMON STOCK USD.01,0.0766097900,493327.5600000000
2021-02-28,NNN,NATIONAL RETAIL PROPERTIES REIT USD.01,0.0765831700,493156.1600000000
2021-02-28,PBCT,PEOPLE S UNITED FINANCIAL COMMON STOCK USD.01,0.0762817400,491215.1400000000
2021-02-28,VOYA,VOYA FINANCIAL INC COMMON STOCK USD.01,0.0760768200,489895.5600000000
2021-02-28,KIM,KIMCO REALTY CORP REIT USD.01,0.0760528100,489740.9400000000
2021-02-28,EEFT,EURONET WORLDWIDE INC COMMON STOCK USD.02,0.0758612700,488507.5000000000
2021-02-28,ARW,ARROW ELECTRONICS INC COMMON STOCK USD1.0,0.0758393700,488366.4600000000
2021-02-28,VNO,VORNADO REALTY TRUST REIT USD.04,0.0757178100,487583.7000000000
2021-02-28,DCI,DONALDSON CO INC COMMON STOCK USD5.0,0.0755187800,486302.0500000000
2021-02-28,APA,APA CORP COMMON STOCK,0.0752312400,484450.4200000000
2021-02-28,LAMR,LAMAR ADVERTISING CO A REIT USD.001,0.0751268700,483778.3300000000
2021-02-28,FSLR,FIRST SOLAR INC COMMON STOCK USD.001,0.0751130600,483689.4000000000
2021-02-28,CASY,CASEY S GENERAL STORES INC COMMON STOCK NPV,0.0750824400,483492.2400000000
2021-02-28,ROL,ROLLINS INC COMMON STOCK USD1.0,0.0745148500,479837.2200000000
2021-02-28,BERY,BERRY GLOBAL GROUP INC COMMON STOCK USD.01,0.0739270600,476052.2000000000
2021-02-28,PCTY,PAYLOCITY HOLDING CORP COMMON STOCK USD.001,0.0738099900,475298.3400000000
2021-02-28,KRC,KILROY REALTY CORP REIT USD.01,0.0732804800,471888.5600000000
2021-02-28,UTHR,UNITED THERAPEUTICS CORP COMMON STOCK USD.01,0.0732639300,471781.9600000000
2021-02-28,AIZ,ASSURANT INC COMMON STOCK USD.01,0.0730577000,470453.9600000000
2021-02-28,COG,CABOT OIL + GAS CORP COMMON STOCK USD.1,0.0728271500,468969.3600000000
2021-02-28,OSK,OSHKOSH CORP COMMON STOCK USD.01,0.0724775400,466718.0000000000
2021-02-28,CUBE,CUBESMART REIT USD.01,0.0721179400,464402.4000000000
2021-02-28,ITT,ITT INC COMMON STOCK USD1.0,0.0720849800,464190.1200000000
2021-02-28,COLD,AMERICOLD REALTY TRUST REIT USD.01,0.0720445200,463929.6000000000
2021-02-28,HRC,HILL ROM HOLDINGS INC COMMON STOCK,0.0714282400,459961.0400000000
2021-02-28,BEN,FRANKLIN RESOURCES INC COMMON STOCK USD.1,0.0711807800,458367.5500000000
2021-02-28,PLNT,PLANET FITNESS INC   CL A COMMON STOCK USD.0001,0.0710834100,457740.5300000000
2021-02-28,XLRN,ACCELERON PHARMA INC COMMON STOCK USD.001,0.0706650800,455046.7200000000
2021-02-28,PVH,PVH CORP COMMON STOCK USD1.0,0.0705053800,454018.3200000000
2021-02-28,TRGP,TARGA RESOURCES CORP COMMON STOCK USD.001,0.0703713800,453155.4300000000
2021-02-28,FLIR,FLIR SYSTEMS INC COMMON STOCK USD.01,0.0703377400,452938.8000000000
2021-02-28,MAT,MATTEL INC COMMON STOCK USD1.0,0.0700563200,451126.6000000000
2021-02-28,BC,BRUNSWICK CORP COMMON STOCK USD.75,0.0700292200,450952.1100000000
2021-02-28,HII,HUNTINGTON INGALLS INDUSTRIE COMMON STOCK USD.01,0.0699325500,450329.6000000000
2021-02-28,CHE,CHEMED CORP COMMON STOCK USD1.0,0.0696906200,448771.6800000000
2021-02-28,PFPT,PROOFPOINT INC COMMON STOCK USD.0001,0.0691402300,445227.4400000000
2021-02-28,PII,POLARIS INC COMMON STOCK USD.01,0.0690523800,444661.7600000000
2021-02-28,IONS,IONIS PHARMACEUTICALS INC COMMON STOCK USD.001,0.0687357500,442622.8000000000
2021-02-28,RGLD,ROYAL GOLD INC COMMON STOCK USD.01,0.0686570000,442115.7300000000
2021-02-28,TCF,TCF FINANCIAL CORP COMMON STOCK USD1.0,0.0680010000,437891.4000000000
2021-02-28,LECO,LINCOLN ELECTRIC HOLDINGS COMMON STOCK,0.0677536100,436298.3400000000
2021-02-28,LITE,LUMENTUM HOLDINGS INC COMMON STOCK USD.001,0.0676172100,435420.0000000000
2021-02-28,SIRI,SIRIUS XM HOLDINGS INC COMMON STOCK USD.001,0.0676083300,435362.8500000000
2021-02-28,EXEL,EXELIXIS INC COMMON STOCK USD.001,0.0672791900,433243.3200000000
2021-02-28,CPRI,CAPRI HOLDINGS LTD COMMON STOCK,0.0668289600,430344.0700000000
2021-02-28,PB,PROSPERITY BANCSHARES INC COMMON STOCK USD1.0,0.0662652000,426713.7600000000
2021-02-28,CLGX,CORELOGIC INC COMMON STOCK USD1.0,0.0662609500,426686.4000000000
2021-02-28,SRPT,SAREPTA THERAPEUTICS INC COMMON STOCK USD.0001,0.0658004500,423721.0200000000
2021-02-28,SEE,SEALED AIR CORP COMMON STOCK USD.1,0.0654642300,421555.9000000000
2021-02-28,DXC,DXC TECHNOLOGY CO COMMON STOCK USD.01,0.0642652300,413834.9800000000
2021-02-28,WWD,WOODWARD INC COMMON STOCK USD.00292,0.0638725300,411306.2200000000
2021-02-28,JBL,JABIL INC COMMON STOCK USD.001,0.0637680000,410633.0400000000
2021-02-28,TPX,TEMPUR SEALY INTERNATIONAL I COMMON STOCK USD.01,0.0637331200,410408.4400000000
2021-02-28,HAE,HAEMONETICS CORP/MASS COMMON STOCK USD.01,0.0636283000,409733.5000000000
2021-02-28,AMG,AFFILIATED MANAGERS GROUP COMMON STOCK USD.01,0.0636218900,409692.1900000000
2021-02-28,BRKR,BRUKER CORP COMMON STOCK USD.01,0.0635701100,409358.7400000000
2021-02-28,SEIC,SEI INVESTMENTS COMPANY COMMON STOCK USD.01,0.0634137700,408352.0000000000
2021-02-28,JEF,JEFFERIES FINANCIAL GROUP IN COMMON STOCK USD1.0,0.0631445000,406618.0800000000
2021-02-28,STWD,STARWOOD PROPERTY TRUST INC REIT USD.01,0.0626350700,403337.6100000000
2021-02-28,THO,THOR INDUSTRIES INC COMMON STOCK USD.1,0.0625157700,402569.3400000000
2021-02-28,SNV,SYNOVUS FINANCIAL CORP COMMON STOCK USD1.0,0.0622085600,400591.0800000000
2021-02-28,DLB,DOLBY LABORATORIES INC CL A COMMON STOCK USD.001,0.0621607200,400283.0000000000
2021-02-28,TOL,TOLL BROTHERS INC COMMON STOCK USD.01,0.0620932700,399848.7000000000
2021-02-28,NVST,ENVISTA HOLDINGS CORP COMMON STOCK USD.01,0.0620818900,399775.4200000000
2021-02-28,LSTR,LANDSTAR SYSTEM INC COMMON STOCK USD.01,0.0616986200,397307.3400000000
2021-02-28,HBI,HANESBRANDS INC COMMON STOCK USD.01,0.0616672200,397105.1200000000
2021-02-28,LFUS,LITTELFUSE INC COMMON STOCK USD.01,0.0615849400,396575.2800000000
2021-02-28,POST,POST HOLDINGS INC COMMON STOCK USD.01,0.0615787900,396535.6800000000
2021-02-28,TW,TRADEWEB MARKETS INC CLASS A COMMON STOCK USD.01,0.0615260300,396195.9700000000
2021-02-28,CDK,CDK GLOBAL INC COMMON STOCK USD.01,0.0613952700,395353.9000000000
2021-02-28,QDEL,QUIDEL CORP COMMON STOCK USD.001,0.0612963300,394716.7800000000
2021-02-28,ERIE,ERIE INDEMNITY COMPANY CL A COMMON STOCK,0.0612065700,394138.8000000000
2021-02-28,LSI,LIFE STORAGE INC REIT USD.01,0.0611711200,393910.5000000000
2021-02-28,AIRC,APARTMENT INCOME REIT CO REIT USD.01,0.0611154100,393551.7600000000
2021-02-28,INGR,INGREDION INC COMMON STOCK USD.01,0.0609178900,392279.8000000000
2021-02-28,PNFP,PINNACLE FINANCIAL PARTNERS COMMON STOCK USD1.0,0.0603403500,388560.7900000000
2021-02-28,SON,SONOCO PRODUCTS CO COMMON STOCK,0.0602500700,387979.4100000000
2021-02-28,WH,WYNDHAM HOTELS + RESORTS INC COMMON STOCK USD.01,0.0601759400,387502.0800000000
2021-02-28,TMX,TERMINIX GLOBAL HOLDINGS INC COMMON STOCK USD.01,0.0598177600,385195.5800000000
2021-02-28,SLM,SLM CORP COMMON STOCK USD.2,0.0597419800,384707.5600000000
2021-02-28,HTA,HEALTHCARE TRUST OF AME CL A REIT USD.01,0.0596260300,383960.9200000000
2021-02-28,SRCL,STERICYCLE INC COMMON STOCK USD.01,0.0596166700,383900.6600000000
2021-02-28,NOV,NOV INC COMMON STOCK USD.01,0.0592487900,381531.7000000000
2021-02-28,GRUB,GRUBHUB INC COMMON STOCK USD.0001,0.0591998400,381216.5000000000
2021-02-28,REXR,REXFORD INDUSTRIAL REALTY IN REIT USD.01,0.0591879100,381139.6400000000
2021-02-28,MSA,MSA SAFETY INC COMMON STOCK,0.0591510600,380902.3400000000
2021-02-28,NXST,NEXSTAR MEDIA GROUP INC CL A COMMON STOCK USD.01,0.0591469600,380875.9500000000
2021-02-28,CFR,CULLEN/FROST BANKERS INC COMMON STOCK USD.01,0.0590458400,380224.8000000000
2021-02-28,COHR,COHERENT INC COMMON STOCK USD.01,0.0589869900,379845.8000000000
2021-02-28,XEC,CIMAREX ENERGY CO COMMON STOCK USD.01,0.0588681600,379080.6300000000
2021-02-28,BRX,BRIXMOR PROPERTY GROUP INC REIT USD.01,0.0588583000,379017.1200000000
2021-02-28,OGE,OGE ENERGY CORP COMMON STOCK USD.01,0.0587810400,378519.6400000000
2021-02-28,NTNX,NUTANIX INC   A COMMON STOCK USD.000025,0.0587406700,378259.6500000000
2021-02-28,TNDM,TANDEM DIABETES CARE INC COMMON STOCK,0.0586569700,377720.6500000000
2021-02-28,SYNH,SYNEOS HEALTH INC COMMON STOCK USD.01,0.0586297400,377545.3500000000
2021-02-28,FSLY,FASTLY INC   CLASS A COMMON STOCK USD.00002,0.0585716200,377171.0800000000
2021-02-28,AXTA,AXALTA COATING SYSTEMS LTD COMMON STOCK USD1.0,0.0582252700,374940.7600000000
2021-02-28,LEG,LEGGETT + PLATT INC COMMON STOCK USD.01,0.0576665900,371343.1400000000
2021-02-28,NATI,NATIONAL INSTRUMENTS CORP COMMON STOCK USD.01,0.0575453500,370562.4000000000
2021-02-28,JBLU,JETBLUE AIRWAYS CORP COMMON STOCK USD.01,0.0574066000,369668.9400000000
2021-02-28,FAF,FIRST AMERICAN FINANCIAL COMMON STOCK USD.00001,0.0572846000,368883.3400000000
2021-02-28,PSTG,PURE STORAGE INC   CLASS A COMMON STOCK USD.0001,0.0569951200,367019.2400000000
2021-02-28,HFC,HOLLYFRONTIER CORP COMMON STOCK USD.01,0.0569421900,366678.4000000000
2021-02-28,ACC,AMERICAN CAMPUS COMMUNITIES REIT USD.01,0.0566361800,364707.8400000000
2021-02-28,MDU,MDU RESOURCES GROUP INC COMMON STOCK USD1.0,0.0563790400,363052.0000000000
2021-02-28,PPD,PPD INC COMMON STOCK USD.01,0.0562964900,362520.4000000000
2021-02-28,HEI,HEICO CORP COMMON STOCK USD.01,0.0562539400,362246.4000000000
2021-02-28,PRI,PRIMERICA INC COMMON STOCK,0.0560140200,360701.4200000000
2021-02-28,BPOP,POPULAR INC COMMON STOCK USD.01,0.0559714100,360427.0800000000
2021-02-28,DBX,DROPBOX INC CLASS A COMMON STOCK USD.00001,0.0559118700,360043.6500000000
2021-02-28,RBC,REGAL BELOIT CORP COMMON STOCK USD.01,0.0558821300,359852.1100000000
2021-02-28,CHNG,CHANGE HEALTHCARE INC COMMON STOCK USD.001,0.0557660700,359104.7400000000
2021-02-28,PRGO,PERRIGO CO PLC COMMON STOCK EUR.001,0.0557062700,358719.6800000000
2021-02-28,RL,RALPH LAUREN CORP COMMON STOCK USD.01,0.0553810900,356625.6800000000
2021-02-28,BWXT,BWX TECHNOLOGIES INC COMMON STOCK USD.01,0.0553661500,356529.4600000000
2021-02-28,ORI,OLD REPUBLIC INTL CORP COMMON STOCK USD1.0,0.0552389900,355710.6600000000
2021-02-28,CACI,CACI INTERNATIONAL INC  CL A COMMON STOCK USD.1,0.0552363100,355693.3800000000
2021-02-28,NYCB,NEW YORK COMMUNITY BANCORP COMMON STOCK USD.01,0.0552148500,355555.2000000000
2021-02-28,HUN,HUNTSMAN CORP COMMON STOCK USD.01,0.0551936500,355418.7000000000
2021-02-28,HOG,HARLEY DAVIDSON INC COMMON STOCK USD.01,0.0550935100,354773.8200000000
2021-02-28,FR,FIRST INDUSTRIAL REALTY TR REIT USD.01,0.0550432700,354450.2900000000
2021-02-28,MAN,MANPOWERGROUP INC COMMON STOCK USD.01,0.0548646400,353300.0400000000
2021-02-28,DEI,DOUGLAS EMMETT INC REIT USD.01,0.0547436600,352521.0000000000
2021-02-28,KNX,KNIGHT SWIFT TRANSPORTATION COMMON STOCK USD.001,0.0545343000,351172.8000000000
2021-02-28,ACAD,ACADIA PHARMACEUTICALS INC COMMON STOCK USD.0001,0.0544796800,350821.0800000000
2021-02-28,UNM,UNUM GROUP COMMON STOCK USD.1,0.0540950700,348344.4000000000
2021-02-28,EVBG,EVERBRIDGE INC COMMON STOCK USD.001,0.0539917200,347678.8700000000
2021-02-28,IBKR,INTERACTIVE BROKERS GRO CL A COMMON STOCK USD.01,0.0534424800,344142.0600000000
2021-02-28,PEGA,PEGASYSTEMS INC COMMON STOCK USD.01,0.0524715200,337889.5500000000
2021-02-28,ATH,ATHENE HOLDING LTD CLASS A COMMON STOCK USD.001,0.0523902200,337366.0000000000
2021-02-28,IOVA,IOVANCE BIOTHERAPEUTICS INC COMMON STOCK USD.000041666,0.0519809000,334730.2000000000
2021-02-28,EXP,EAGLE MATERIALS INC COMMON STOCK USD.01,0.0519667700,334639.2200000000
2021-02-28,AYX,ALTERYX INC   CLASS A COMMON STOCK,0.0515301500,331827.6000000000
2021-02-28,CNXC,CONCENTRIX CORP COMMON STOCK,0.0514985800,331624.3500000000
2021-02-28,ARES,ARES MANAGEMENT CORP   A COMMON STOCK,0.0514352600,331216.5600000000
2021-02-28,UHAL,AMERCO COMMON STOCK USD.25,0.0514076400,331038.7200000000
2021-02-28,PK,PARK HOTELS + RESORTS INC REIT USD.01,0.0513226200,330491.2500000000
2021-02-28,TNL,TRAVEL   LEISURE CO COMMON STOCK USD.01,0.0512194600,329826.9400000000
2021-02-28,RPRX,ROYALTY PHARMA PLC  CL A COMMON STOCK,0.0510430700,328691.0600000000
2021-02-28,FOX,FOX CORP   CLASS B COMMON STOCK USD.01,0.0509433300,328048.8200000000
2021-02-28,SLG,SL GREEN REALTY CORP REIT USD.01,0.0509056600,327806.2200000000
2021-02-28,OZK,BANK OZK COMMON STOCK,0.0505561500,325555.5600000000
2021-02-28,,US DOLLAR,0.0504124200,324630.0000000000
2021-02-28,FL,FOOT LOCKER INC COMMON STOCK USD.01,0.0503043700,323934.2400000000
2021-02-28,SAIC,SCIENCE APPLICATIONS INTE COMMON STOCK USD.0001,0.0502643500,323676.5400000000
2021-02-28,TRIP,TRIPADVISOR INC COMMON STOCK USD.001,0.0502635300,323671.2600000000
2021-02-28,CUZ,COUSINS PROPERTIES INC REIT USD1.0,0.0501369400,322856.0400000000
2021-02-28,TKR,TIMKEN CO COMMON STOCK,0.0500920400,322566.9500000000
2021-02-28,WBS,WEBSTER FINANCIAL CORP COMMON STOCK USD.01,0.0500234800,322125.4400000000
2021-02-28,VMI,VALMONT INDUSTRIES COMMON STOCK USD1.0,0.0496973100,320025.0900000000
2021-02-28,COR,CORESITE REALTY CORP REIT USD.01,0.0495195200,318880.2000000000
